order_id,customer_id,order_purchase_timestamp,order_status,price,freight_value,customer_state,payment_type
c185d67b-c215-44cc-a521-825e085d7624,976,2026-01-10 16:05:35,processing,52.92,4.69,NY,debit_card
845fae4a-dada-4776-bf8b-897679fafa13,485,2026-01-10 18:21:32,delivered,14.75,2.06,CO,credit_card
ee532ff2-3666-4a03-be36-fe13c904d302,1818,2026-01-10 18:58:26,delivered,52.91,8.23,AZ,debit_card
3f450fa3-465d-498f-91b4-de428e05dca8,813,2026-01-10 19:17:05,delivered,35.21,4.34,TX,boleto
d229dabc-4b92-4aea-946d-b663077a2a03,684,2026-01-10 19:18:27,processing,15.55,1.27,IL,boleto
cdf95cbc-d4a4-4154-8cf1-bd1b60cc2667,491,2026-01-10 20:41:48,delivered,13.15,0.8,OR,credit_card
57506671-dbf8-4a5f-af2f-1955192e93ac,1096,2026-01-10 21:08:44,delivered,10.42,1.12,OR,credit_card
e73b3a07-77a5-477a-956c-516eb08f5c33,889,2026-01-10 22:27:58,delivered,38.87,2.38,IL,debit_card
d860cef4-81c9-4979-82b6-781982d02afb,855,2026-01-10 22:35:05,canceled,8.62,1.51,NY,credit_card
edbdee28-82bb-444a-b2cf-5239dd3c484f,588,2026-01-10 22:58:00,delivered,19.17,2.42,AZ,credit_card
3e94f88e-58d2-49a0-97ab-846275aee22c,514,2026-01-10 23:24:47,delivered,238.83,19.7,AZ,credit_card
cca5fc0a-d92a-4477-be9c-8f071f8f1f70,1354,2026-01-11 00:53:58,delivered,44.12,5.63,TX,credit_card
9cd2fcab-dafb-47a0-a8cc-38a45b607c32,1332,2026-01-11 01:33:52,delivered,98.45,16.68,AZ,credit_card
a88dc7f6-e3ea-4b3e-86d1-6e8dd99c7264,613,2026-01-11 02:56:18,canceled,9.73,0.62,WA,debit_card
a52a77bf-ae74-4855-a5ce-382c658a972a,10,2026-01-11 03:17:26,delivered,9.36,1.45,NY,credit_card
e590cb73-94b6-4402-a5ec-c51c26a201c3,1966,2026-01-11 03:39:05,delivered,49.27,4.93,NY,credit_card
7d53589b-966a-4797-ab9f-c293ee4a754a,90,2026-01-11 05:05:58,delivered,92.13,15.75,CA,credit_card
484ecc50-cf06-4998-aa6c-d4ee0c786756,1145,2026-01-11 05:19:12,delivered,9.83,1.84,NY,credit_card
109140ab-d3d4-4b14-a20e-3d13ee4a9e90,1000,2026-01-11 05:43:12,delivered,75.78,10.67,CA,debit_card
44321880-57d2-4b41-a4bb-e252cc385573,206,2026-01-11 05:54:42,delivered,62.05,5.42,OR,credit_card
8b21ccc4-4396-45c7-8410-426203ad9f8f,1609,2026-01-11 05:58:03,delivered,12.85,1.91,WA,credit_card
8dbd4691-4bce-491b-a413-e53eab265200,462,2026-01-11 06:52:33,delivered,15.28,0.84,TX,credit_card
0010edf8-394b-41d9-af7e-f7453167a59c,1908,2026-01-11 08:51:08,canceled,98.16,5.39,NY,debit_card
d23cdedf-ce14-401d-b769-e7ec56e21fb2,544,2026-01-11 10:27:22,canceled,6.23,0.8,IL,boleto
4fe7649a-dc0a-454a-8abc-39cc7628ac05,1843,2026-01-11 12:16:25,delivered,24.02,2.44,CA,credit_card
e596f37c-e5e3-4629-b5f5-19d9eba69569,693,2026-01-11 15:17:54,delivered,33.53,4.57,WA,debit_card
9f5a8db2-3e13-422e-a35f-97c85ee5019f,1617,2026-01-11 15:18:11,delivered,46.01,2.88,IL,credit_card
c4020869-e8c6-4d0f-9fca-6e9a135d20bc,1455,2026-01-11 15:27:40,delivered,132.14,19.97,OR,credit_card
f063996b-17e6-47e2-b56d-229d2c420857,652,2026-01-11 15:53:12,shipped,10.85,1.21,OR,credit_card
fb0f1e43-5945-458b-8eba-2c6152956d57,1058,2026-01-11 16:23:03,processing,42.61,4.59,IL,boleto
86f1ff68-a7b8-45dd-87c9-3638ee488b53,273,2026-01-11 17:23:16,delivered,32.44,5.09,TX,credit_card
33dd5095-4863-4912-bf9d-a6bdf0030ab9,506,2026-01-11 17:40:01,delivered,32.45,3.85,CA,debit_card
623a445d-d911-471b-a2cf-0390067b23a3,1791,2026-01-11 17:47:07,delivered,9.24,1.25,WA,debit_card
6311a2d0-a31a-497d-8fa5-e8071e05b8e5,1871,2026-01-11 17:48:47,processing,16.98,1.82,WA,debit_card
e55b99dc-2242-44b8-b1b0-dcfe6e6b8103,365,2026-01-11 18:12:58,delivered,48.35,7.92,TX,credit_card
c421ff36-9168-4802-b1b5-0368f376658c,407,2026-01-11 18:43:57,delivered,62.15,11.13,FL,credit_card
39147707-fca6-4b59-a114-21f9562fde57,1268,2026-01-11 19:14:01,delivered,106.79,16.74,NY,debit_card
15658397-ca23-4ebb-be80-30699357b248,451,2026-01-11 19:36:16,canceled,36.7,2.65,CO,credit_card
c831dc73-26fc-46c1-8d8a-c3c6bf5dfcfa,1104,2026-01-11 19:53:42,delivered,40.29,6.57,WA,boleto
5a87942e-781f-4398-8dfc-344caaf7369c,1270,2026-01-11 21:36:17,canceled,34.71,3.46,AZ,credit_card
402033e2-2723-4d71-aef3-57ed6150c7e4,1796,2026-01-11 22:14:11,delivered,11.0,1.49,NY,credit_card
fc091c93-2bee-4132-a6ea-c44e23e87b76,604,2026-01-11 23:27:17,delivered,68.77,4.04,NY,credit_card
dd3d51af-6572-4283-adf8-769ab9e8c204,18,2026-01-11 23:58:03,delivered,130.12,16.74,TX,credit_card
faa5087d-e011-4fd5-900c-e950254c4bc1,1950,2026-01-12 00:22:43,delivered,94.17,12.56,NY,credit_card
6b444fd2-4df9-43f5-bf33-9592d9fa78f4,194,2026-01-12 01:15:59,canceled,69.31,6.84,TX,credit_card
0d33a07d-c275-48f5-9616-4e1185886376,1639,2026-01-12 01:29:37,delivered,7.62,0.9,WA,boleto
4572ead7-4413-44e5-9e4a-1f87759e7109,1643,2026-01-12 01:34:02,delivered,34.49,2.04,NY,boleto
34deaf3e-d016-45a2-a2bd-633e7071fa9d,444,2026-01-12 02:03:24,shipped,24.57,3.01,CA,boleto
2b6a7292-84e2-4811-8ea9-302200f75672,1709,2026-01-12 02:10:16,delivered,74.55,8.8,IL,credit_card
be864dc2-491c-456f-94e4-9850a9c04eed,1208,2026-01-12 02:47:42,delivered,26.94,3.38,FL,voucher
1164cad8-ae65-4bf1-8490-ca6fa8513ae3,284,2026-01-12 03:28:21,canceled,31.22,6.02,CA,credit_card
4a99b8f9-fa82-4589-9f1e-fcfe44622a22,839,2026-01-12 03:32:47,delivered,48.59,3.53,IL,boleto
ed0dbfa5-5cee-443a-880f-c191211f45bd,1190,2026-01-12 04:12:00,shipped,100.62,6.95,FL,boleto
8b9d1093-c41d-45d5-bce2-e830dd0d04c2,556,2026-01-12 04:42:13,shipped,12.09,1.11,TX,credit_card
d453887a-9676-4c75-838f-7a7399bdb2c9,518,2026-01-12 04:56:58,delivered,18.15,2.59,TX,debit_card
b2fe6b56-b59c-402c-ae0d-22aef2d483c9,407,2026-01-12 05:24:00,delivered,16.83,3.04,CA,debit_card
14420c6f-6bde-4fd8-af28-4acf4f983c7c,1681,2026-01-12 05:42:56,delivered,17.43,2.51,MA,credit_card
de015b10-27a1-4b87-a05e-c58ff0de781f,451,2026-01-12 07:49:10,delivered,38.48,7.48,TX,credit_card
e92f3aad-6bca-4889-81e9-02019b7ef25e,663,2026-01-12 09:42:18,delivered,23.85,4.15,AZ,credit_card
3d1d6ca6-aa0b-4beb-b40f-250b1077750e,810,2026-01-12 10:16:34,canceled,46.25,4.37,NY,credit_card
c503da9a-9ba8-43b9-a512-65b1542e2d78,1714,2026-01-12 10:28:45,delivered,117.8,20.87,FL,credit_card
a2e1af31-8e26-4a96-87a2-ad2318b4ae6c,312,2026-01-12 10:51:48,canceled,51.85,7.17,CA,credit_card
85beb19b-b8ef-4ca5-93d6-9b3284d692c5,44,2026-01-12 10:59:40,delivered,27.9,1.85,IL,credit_card
3d70b3af-ca6b-4cda-8d51-2282ecfb22b2,390,2026-01-12 13:41:46,delivered,46.48,4.79,MA,debit_card
f63668bc-5436-453c-9f7a-d2edfed10d68,1522,2026-01-12 13:57:48,delivered,22.26,1.36,FL,debit_card
99d41638-b75d-46e7-8105-eea529f0bce1,942,2026-01-12 15:49:10,delivered,61.81,12.04,OR,credit_card
1face131-a291-4f96-a618-8f888c084045,35,2026-01-12 16:11:51,delivered,19.42,2.04,IL,credit_card
eeea5c5a-e53d-428b-92e1-3b96b4759098,1643,2026-01-12 17:02:08,delivered,34.77,6.13,FL,debit_card
797e6ac2-bcca-4009-96f2-ba244fd4edca,1752,2026-01-12 17:53:02,delivered,17.2,2.56,CO,debit_card
7982a597-8d21-46c2-8c37-48df9ce212e0,1400,2026-01-12 19:08:40,delivered,56.29,5.25,CO,credit_card
7390b97b-38db-4efd-b111-59eb9d82cff6,853,2026-01-12 21:06:45,canceled,39.3,7.33,CO,credit_card
3093db85-90a4-461c-8070-4866755abf45,163,2026-01-12 21:48:19,delivered,42.78,4.34,OR,credit_card
8d2e6436-141b-4c0b-827a-e0badb5018eb,810,2026-01-12 21:52:56,shipped,24.92,3.4,MA,credit_card
3dcb47ad-88b3-443e-b00c-2099606f9f9f,832,2026-01-12 22:04:47,shipped,28.77,4.6,MA,boleto
3aecd831-f460-498a-b247-05b3d3c003b5,1007,2026-01-12 22:19:38,delivered,29.68,4.08,CA,credit_card
442cd2e7-1001-49c1-9b86-eca146dae666,1605,2026-01-12 22:39:43,delivered,117.89,6.2,CA,debit_card
c26124d7-c213-4104-b76e-6d09d9823aa7,706,2026-01-12 23:42:52,delivered,6.46,0.85,WA,credit_card
8d75cbbb-cce9-4485-b09b-b9173592eaa6,1460,2026-01-13 00:06:32,delivered,125.33,24.12,WA,debit_card
e9dbb9a7-4a0a-43e7-9a3c-4c09d6118413,1798,2026-01-13 00:21:18,shipped,88.41,10.1,TX,credit_card
2f282ede-3a82-460d-bb65-4a7ee17d9f3a,1257,2026-01-13 00:56:39,canceled,50.31,9.34,FL,voucher
142af666-4f71-4db5-a657-ba54b7f8e2ae,322,2026-01-13 01:00:02,shipped,131.75,24.59,MA,debit_card
b5247f93-c12d-4265-8c4d-a1a9acb4f955,107,2026-01-13 01:00:37,delivered,17.09,2.0,CO,credit_card
c726d185-eb87-4a8d-a894-c1df1240354f,1147,2026-01-13 01:46:01,delivered,39.65,3.54,CO,credit_card
952f6208-3d5b-4ec1-88d0-d06933dd7ec3,1285,2026-01-13 02:11:52,processing,14.24,2.07,FL,debit_card
7f8e271c-ddcb-4ddf-b711-ba80357fff2e,1062,2026-01-13 02:16:17,canceled,92.7,6.33,CA,voucher
82ca87d7-bc98-477e-b04f-53deb8413907,1730,2026-01-13 05:26:47,delivered,15.72,2.71,FL,credit_card
4b068929-be8e-4eef-a6bf-31e7ee129e8c,791,2026-01-13 05:58:25,processing,27.29,2.9,IL,credit_card
732c5675-b284-4377-8747-72adce6abb21,157,2026-01-13 08:48:27,delivered,36.86,5.94,CO,credit_card
67a73f74-7fe4-4568-8db7-593bd1a14bf9,1771,2026-01-13 09:14:04,delivered,145.97,11.61,OR,debit_card
47150979-a9ac-4cd3-a35a-1ce2bcafd689,1718,2026-01-13 09:46:33,delivered,5.0,0.78,NY,credit_card
065a3381-b6b8-4651-9114-112fc31ae93b,1643,2026-01-13 10:14:39,delivered,53.85,10.21,FL,credit_card
801db709-4d90-4050-8962-1b77f8c36236,1050,2026-01-13 10:22:46,canceled,179.25,33.81,TX,debit_card
441ae890-983f-4c8e-a67b-ad054eaecf17,931,2026-01-13 10:56:00,delivered,55.49,9.39,FL,boleto
e5ecf7be-8efe-4050-8cab-6f5517fd366c,1571,2026-01-13 11:54:08,delivered,104.78,12.96,MA,boleto
cf75e149-4053-465c-b400-27261fdd5448,470,2026-01-13 12:32:06,delivered,25.45,4.49,OR,boleto
56a45ad4-7466-4576-a048-cce453f4c8ec,673,2026-01-13 12:47:31,delivered,33.65,3.96,AZ,credit_card
8cf4afd1-986d-4c82-8924-3b036b548ffa,1251,2026-01-13 13:05:15,delivered,28.72,2.55,NY,credit_card
4d3feeb3-11e0-4201-9072-46d0ff29513e,1890,2026-01-13 13:11:34,delivered,37.75,6.43,AZ,credit_card
272aa0c8-e681-4a39-985c-50cf8379d4de,1555,2026-01-13 16:18:50,delivered,41.6,2.12,NY,debit_card
2c71b7f3-7b26-469f-b967-d54645d58ae0,830,2026-01-13 16:35:22,delivered,28.83,4.17,CO,credit_card
863dfc47-733f-4c19-a02a-121ae9821103,1223,2026-01-13 17:16:47,delivered,19.73,2.41,IL,credit_card
51b48548-0670-4ca0-bf41-13e90ce233a4,1954,2026-01-13 17:38:49,delivered,47.83,4.16,FL,boleto
ebeef6bf-2032-4c95-b372-0989a343fff0,1018,2026-01-13 18:42:51,shipped,40.09,5.38,CO,credit_card
89cb1a48-4602-4066-8cc0-bd2c19fcc7e3,463,2026-01-13 18:55:16,delivered,43.86,2.31,MA,debit_card
9228e682-e3da-4bad-a89e-47de3e23ecb9,243,2026-01-13 19:11:49,delivered,26.03,2.32,OR,debit_card
f6c4d34a-d2b9-4f81-92b7-7c2f20d5ebd2,958,2026-01-13 19:48:49,delivered,9.0,1.47,TX,credit_card
540f06d1-55f8-4e68-8912-cc6f336e93a9,1381,2026-01-13 20:11:09,delivered,33.3,5.33,WA,credit_card
393f98b6-68d8-464c-8f55-a836f78de8d1,211,2026-01-13 21:21:01,canceled,34.78,3.41,OR,credit_card
08c92b7e-c3ce-48d7-8ae7-7a1303af2224,541,2026-01-13 21:26:36,canceled,33.92,3.29,CA,credit_card
6ef736d3-1b1e-4a13-8cb1-3dbefcf9b6f7,917,2026-01-13 21:28:58,delivered,22.35,3.04,CA,debit_card
44baa7da-56e1-4c0f-b84c-e14c1dc24ad4,1015,2026-01-13 21:48:22,shipped,63.88,7.0,CA,credit_card
7ed35b76-4032-4051-9195-7476195f2da9,828,2026-01-13 22:06:03,shipped,28.02,2.16,FL,debit_card
76906725-3b6b-4506-9728-db94cdbe78ec,646,2026-01-13 22:21:27,delivered,59.04,6.32,TX,credit_card
44ac0769-1fb7-473c-a58f-15398a11a7cd,1522,2026-01-13 22:29:30,delivered,51.29,5.67,IL,debit_card
a13b76a0-5e59-4145-b97e-176bd42e3e9f,910,2026-01-13 22:50:21,delivered,60.38,7.87,OR,debit_card
c5e594fc-2bc4-4175-b5a8-10be75f722cd,52,2026-01-13 22:55:10,delivered,75.1,11.19,WA,credit_card
49ef58ce-9787-4715-b275-1867386ac339,1009,2026-01-13 23:03:29,processing,12.42,1.26,CA,credit_card
4644f938-0e9a-4144-804f-f19376c6644e,561,2026-01-13 23:11:41,delivered,100.89,12.87,IL,credit_card
0db00a32-5e6f-49ee-9275-1ead2ca7f861,786,2026-01-13 23:13:31,canceled,21.61,3.75,TX,debit_card
13c7bc2f-f61a-4d4e-bfa1-fe029a202e04,1953,2026-01-14 00:17:50,delivered,21.35,2.48,MA,credit_card
26a0080f-29bf-4192-8bb8-785224199641,746,2026-01-14 00:30:23,delivered,100.58,9.44,MA,debit_card
e543b58e-d0d9-4f8c-bcd8-d366120b4e72,977,2026-01-14 00:58:42,delivered,35.82,7.15,NY,credit_card
dc1070bd-6b9b-498d-8c28-82aeeee9ba1f,1759,2026-01-14 01:18:11,delivered,66.1,6.83,CA,credit_card
d62031d2-e46f-4767-a88d-2a62cea8e8ee,529,2026-01-14 02:01:30,shipped,28.99,3.11,AZ,debit_card
c323036c-8389-451a-83cc-7de378f78708,1071,2026-01-14 02:02:16,canceled,23.62,2.97,CO,credit_card
11f0b375-f86d-4cb9-9e01-3573fa2b3f1e,716,2026-01-14 02:53:00,delivered,21.7,1.22,WA,credit_card
c7505d4c-5985-4c4b-913b-f054ae92e8a2,45,2026-01-14 05:57:51,delivered,11.66,1.88,AZ,credit_card
555b45ac-737e-404e-9e46-d8f686085570,460,2026-01-14 06:05:54,delivered,39.22,6.96,NY,credit_card
8a2b7759-f7e1-4e0b-8cec-419a58d420ff,425,2026-01-14 09:03:34,delivered,62.65,8.74,MA,debit_card
1afe1c59-b679-409c-aa2e-3bac899a03c5,798,2026-01-14 09:13:14,delivered,48.73,7.33,OR,debit_card
6307312a-9db8-48f6-96f8-43237b67b347,1252,2026-01-14 09:56:39,delivered,124.12,15.08,WA,credit_card
eb6eb95f-977d-48c9-9e89-2b8eaefb4ca8,1498,2026-01-14 10:03:03,delivered,12.23,1.36,CO,credit_card
6cd40432-5447-453f-a572-b3c3b5b44e13,1812,2026-01-14 10:40:29,shipped,98.47,18.09,OR,credit_card
2fef8938-2549-4010-b1a5-cb953a87a487,1373,2026-01-14 10:56:06,delivered,10.85,2.01,MA,credit_card
